filename,category,course_number,course_title,session_number,session_date,session_content,session_learning_objectives,course_learning_objectives,lecturer
Course 563407 syllabus S1AY2025.docx,Health and Wellbeing,5604307,Innovation in Health & Wellbeing,2,3,Making a summary of the main points or Presentation of the results of the researching or the assigned tasks,,"During this course, students will:
Learn some bases of biology and science behind health.
Know the non-scientific skills needed to get innovative products in health & wellbeing to the market.
Know some bases of ethics and integrity in the biomedical field.
Use gained knowledge to conduct wellness projects.
Learning Contents/ Learning Schedule
Classroom and Time: Tuesdays 13:00-16:00, Chamchuri 10, room 312
Method
14.4 Media
þ PowerPoint media
þ Electronics and website media
þ Others: scientific publications
14.5 Assignment through Network System: Assigning and Submitting Method and Learning Management System
þ MyCourseVille
þ Email
14.6 Evaluation: Letter Grade",
Course 563407 syllabus S1AY2025.docx,Health and Wellbeing,5604307,Innovation in Health & Wellbeing,3,4,"Semester project involving research, creation of a product, project management…",,"During this course, students will:
Learn some bases of biology and science behind health.
Know the non-scientific skills needed to get innovative products in health & wellbeing to the market.
Know some bases of ethics and integrity in the biomedical field.
Use gained knowledge to conduct wellness projects.
Learning Contents/ Learning Schedule
Classroom and Time: Tuesdays 13:00-16:00, Chamchuri 10, room 312
Method
14.4 Media
þ PowerPoint media
þ Electronics and website media
þ Others: scientific publications
14.5 Assignment through Network System: Assigning and Submitting Method and Learning Management System
þ MyCourseVille
þ Email
14.6 Evaluation: Letter Grade",
5604208 Innovative Public Health Approaches to Managing Chronic Diseases _term 2 2024-2025.docx,Health and Wellbeing,5604208,Innovative Public Health Approaches to Managing Chronic Diseases and aging,1,2025.01.07,"Course Introduction, Chronic Diseases and Their Public Health Burden",,"Learning Contents/ Learning Schedule
Classroom and Time: Chamchuri 10th Building, room 312, 13:00-16:00",Dr. Ning Li
5604208 Innovative Public Health Approaches to Managing Chronic Diseases _term 2 2024-2025.docx,Health and Wellbeing,5604208,Innovative Public Health Approaches to Managing Chronic Diseases and aging,2,2025.01.14,"Mechanisms, Risk Factors, and Progression of Chronic Diseases 1 – Cancer and Diabetes",,"Learning Contents/ Learning Schedule
Classroom and Time: Chamchuri 10th Building, room 312, 13:00-16:00",Pending
5604208 Innovative Public Health Approaches to Managing Chronic Diseases _term 2 2024-2025.docx,Health and Wellbeing,5604208,Innovative Public Health Approaches to Managing Chronic Diseases and aging,3,2025.01.21 (Make up class),"Mechanisms, Risk Factors, and Progression of Chronic Diseases 2 –Hypertensions and Cardiovascular Disease",,"Learning Contents/ Learning Schedule
Classroom and Time: Chamchuri 10th Building, room 312, 13:00-16:00",Pending
5604208 Innovative Public Health Approaches to Managing Chronic Diseases _term 2 2024-2025.docx,Health and Wellbeing,5604208,Innovative Public Health Approaches to Managing Chronic Diseases and aging,4,2025.01.28,Basic Concepts of Epidemiology and Public Health as Applied to Chronic Disease,,"Learning Contents/ Learning Schedule
Classroom and Time: Chamchuri 10th Building, room 312, 13:00-16:00",Dr. Ning Li
5604208 Innovative Public Health Approaches to Managing Chronic Diseases _term 2 2024-2025.docx,Health and Wellbeing,5604208,Innovative Public Health Approaches to Managing Chronic Diseases and aging,5,2025.02.04,"Current Public Health Policies, Strategies, and Community-Based Care Models for Managing Chronic Diseases and Aging 1",,"Learning Contents/ Learning Schedule
Classroom and Time: Chamchuri 10th Building, room 312, 13:00-16:00",Dr. Ning Li
5604208 Innovative Public Health Approaches to Managing Chronic Diseases _term 2 2024-2025.docx,Health and Wellbeing,5604208,Innovative Public Health Approaches to Managing Chronic Diseases and aging,6,2025.02.11,"Current Public Health Policies, Strategies, and Community-Based Care Models for Managing Chronic Diseases and Aging 2",,"Learning Contents/ Learning Schedule
Classroom and Time: Chamchuri 10th Building, room 312, 13:00-16:00",Dr. Ning Li
5604208 Innovative Public Health Approaches to Managing Chronic Diseases _term 2 2024-2025.docx,Health and Wellbeing,5604208,Innovative Public Health Approaches to Managing Chronic Diseases and aging,7,2025.02.18,"Socioeconomic Status, Social Capital & Networks, Behavioral Economics and Public Health 1",,"Learning Contents/ Learning Schedule
Classroom and Time: Chamchuri 10th Building, room 312, 13:00-16:00",Dr. Ning Li
5604208 Innovative Public Health Approaches to Managing Chronic Diseases _term 2 2024-2025.docx,Health and Wellbeing,5604208,Innovative Public Health Approaches to Managing Chronic Diseases and aging,8,2025.02.25,"Socioeconomic Status, Social Capital & Networks, Behavioral Economics and Public Health 2",,"Learning Contents/ Learning Schedule
Classroom and Time: Chamchuri 10th Building, room 312, 13:00-16:00",Dr. Ning Li
5604208 Innovative Public Health Approaches to Managing Chronic Diseases _term 2 2024-2025.docx,Health and Wellbeing,5604208,Innovative Public Health Approaches to Managing Chronic Diseases and aging,9,2025.03.11,"No class, but with assignments: 1) Reflect and Report 1 (Assignment 04): Field trip to MOPH - Health challenges for Thailand in the coming years and how MoPH is preparing to tackle these challenges. 2) Projects initiation 1– preparation with your team Innovative Digital Approaches in Managing Chronic Disease The role of pharmaceuticals and/or healthcare policies in managing chronic diseases Other topics that you and your team want to do relating to “Innovative Public Health Approaches to Managing Chronic Diseases”",,"Learning Contents/ Learning Schedule
Classroom and Time: Chamchuri 10th Building, room 312, 13:00-16:00",Dr. Ning Li
5604208 Innovative Public Health Approaches to Managing Chronic Diseases _term 2 2024-2025.docx,Health and Wellbeing,5604208,Innovative Public Health Approaches to Managing Chronic Diseases and aging,10,2025.03.12,Field trip 1 to Ministry of Public Health – currenting health challenges and possible solutions (Reflect and Report 1 (Assignment 04): Field trip to MOPH Submission),,"Learning Contents/ Learning Schedule
Classroom and Time: Chamchuri 10th Building, room 312, 13:00-16:00",Pending
5604208 Innovative Public Health Approaches to Managing Chronic Diseases _term 2 2024-2025.docx,Health and Wellbeing,5604208,Innovative Public Health Approaches to Managing Chronic Diseases and aging,11,2025.03.18,"1) Lecturer Dr. Phattiraporn Khiewsanun, Executive Directorof Asia Pacific Spa and Wellness Coalition, Committee of Member Relations Dept, The Federation of Thai Industries Traditional and Alternative medical Products and treatments in promoting chronic diseases, medical tourism as well as business innovations – (Thai Message, Acupuncture, Health Physical Therapy, Aroma therapies, Wellness Tourism) 2) Projects pre-report 1– preparation with your team Innovative Approaches in Managing Chronic Disease Innovative Digital Approaches in Managing Chronic Disease The role of pharmaceuticals and/or healthcare policies in managing chronic diseases Other topics that you and your team want to do relating to “Innovative Public Health Approaches to Managing Chronic Diseases”",,"Learning Contents/ Learning Schedule
Classroom and Time: Chamchuri 10th Building, room 312, 13:00-16:00",Dr. Ning Li Dr.Pim
5604208 Innovative Public Health Approaches to Managing Chronic Diseases _term 2 2024-2025.docx,Health and Wellbeing,5604208,Innovative Public Health Approaches to Managing Chronic Diseases and aging,12,2025.03.25,"Field trip 2 to BDMS Wellness Clinic and Mövenpick BDMS Wellness Resort for practical insights into the evolving field of health and well-being, specifically in wellness tourism, preventive healthcare, and aging management, which will covering: Sustainability wellness+ wellness progress; City business/Urban Business; Chronic disease/Antiaging retreat/Health Renew Retreat; Fertility/Brain/GI. Reflect and Report 2 (Assignment 05): Business Trip to BDMS Wellness Clinic and Mövenpick wellness resort - New concepts and business models under Thai Policy support",,"Learning Contents/ Learning Schedule
Classroom and Time: Chamchuri 10th Building, room 312, 13:00-16:00",Dr. Ning Li Dr.Pim
5604208 Innovative Public Health Approaches to Managing Chronic Diseases _term 2 2024-2025.docx,Health and Wellbeing,5604208,Innovative Public Health Approaches to Managing Chronic Diseases and aging,13,2025.04.01,"Field Trip 3 to Thai Traditional and Integrative Medicine Hospital (YSES) for traditional Thai medicine practices, including Thai massage and herbal treatments Reflect and Report 3 (Assignment 06): Business Trip to YSES",,"Learning Contents/ Learning Schedule
Classroom and Time: Chamchuri 10th Building, room 312, 13:00-16:00",Dr. Ning Li Dr.
5604208 Innovative Public Health Approaches to Managing Chronic Diseases _term 2 2024-2025.docx,Health and Wellbeing,5604208,Innovative Public Health Approaches to Managing Chronic Diseases and aging,14,2025.04.08,"- Oxidation, Glycation, and Inflammation Three Key Biological Processes and Their Impacts on Aging and Disease - Economic evaluations of chronic disease interventions and the marketing Currents - Digital transformation and medical devices in managing chronic diseases",,"Learning Contents/ Learning Schedule
Classroom and Time: Chamchuri 10th Building, room 312, 13:00-16:00",Ning Li
5604208 Innovative Public Health Approaches to Managing Chronic Diseases _term 2 2024-2025.docx,Health and Wellbeing,5604208,Innovative Public Health Approaches to Managing Chronic Diseases and aging,No.,,Behavioral Objectives,Learning Outcomes,"Learning Contents/ Learning Schedule
Classroom and Time: Chamchuri 10th Building, room 312, 13:00-16:00",Teaching Methods / Developments
5604202 Adaptation of Health Solutions in Response to Climate Change.docx,Health and Wellbeing,5604202,Adaptation of Health Solutions in Response to Climate Change,1,,"Fundamentals in Climate change and its connection to health. Understand the changing environmental conditions that are directly affecting human health with rising temperatures, sea-level and the impact of extreme weather events. Students will also learn about food security, water scarcity/resources and the impact of changes of biodiversity and ecosystems on human health. The students will learn the interconnection between climate change and human health in 4 main areas 1) Heat-related conditions 2) Air quality & diseases 3) Vector/water-borne diseases, zoonosis and risk of outbreaks/pandemics 4) Nutrition & agriculture (food and water security)",,,
5604202 Adaptation of Health Solutions in Response to Climate Change.docx,Health and Wellbeing,5604202,Adaptation of Health Solutions in Response to Climate Change,2,,"Health related issues with climate change. Deep understanding of the impact of climate change on human health and the pathophysiology associated to it. 1) Heat-related conditions & cardiovascular diseases 2) Air quality, pollution & respiratory diseases 3) Vector- and water- borne diseases, zoonosis, infectious diseases and risk of outbreaks/pandemics.",,,
5604202 Adaptation of Health Solutions in Response to Climate Change.docx,Health and Wellbeing,5604202,Adaptation of Health Solutions in Response to Climate Change,3,,"Food/Nutrition security & Water scarcity. Learn about the risks associated with climate change on agriculture, food and water security. Impact on nutrition. Interconnection with human health and potential diseases associated to these changes of natural resources.",,,
5604202 Adaptation of Health Solutions in Response to Climate Change.docx,Health and Wellbeing,5604202,Adaptation of Health Solutions in Response to Climate Change,4,,"Climate change challenges in Thailand and in ASEAN*. Students will present examples of climate change events in the region that are directly impacting human health. (background, event, consequences, impact on health). The results of the research done will be prepared in small groups. Brainstorming, Q&A, discussions.",,,
5604202 Adaptation of Health Solutions in Response to Climate Change.docx,Health and Wellbeing,5604202,Adaptation of Health Solutions in Response to Climate Change,5,,"Principles of Resilience for human health. Learn about the definition of resilience linked to the impact of climate change on human health. Students will learn the importance of health risk management, public health implementation and public health policies for climate change. Will also learn the consequences of resiliency on the society and on the economy.",,,
5604202 Adaptation of Health Solutions in Response to Climate Change.docx,Health and Wellbeing,5604202,Adaptation of Health Solutions in Response to Climate Change,6,,"Thailand as a case study. Students will learn why Thailand is one of the most affected country in the world and how the country is developing as Asia’s leader in risk management on health impact from climate change. They will also gain knowledge on how big cities like Bangkok can be dramatically affected by climate change with a special emphasis on the 2011 Thailand floods – Background, flooding, damages, consequences on human health, mitigation & efforts, the future risks.",,,
5604202 Adaptation of Health Solutions in Response to Climate Change.docx,Health and Wellbeing,5604202,Adaptation of Health Solutions in Response to Climate Change,7,,"Students’ literature research on Resilience in ASEAN*. Students will present the results of literature research done on resilience programs and initiatives linked to climate change and human health in small groups. They will focus on several countries in the regions by showcasing specific topics in the region. Brainstorming, Q&A, discussions.",,,
5604202 Adaptation of Health Solutions in Response to Climate Change.docx,Health and Wellbeing,5604202,Adaptation of Health Solutions in Response to Climate Change,8,,"Innovations for climate change-related health issues 1- Heat related issues/conditions. Students will learn what is the current status of healthcare, biomedical innovations and other technologies in industry that are addressing the problem (tackling sweating, heating body, rash, sunburn, stroke and mitigating risk of cardiovascular events).",,,
5604202 Adaptation of Health Solutions in Response to Climate Change.docx,Health and Wellbeing,5604202,Adaptation of Health Solutions in Response to Climate Change,9,,"Innovations for climate change-related health issues 2- Air quality and pollution. Students will learn what is the current status of healthcare, biomedical innovations and other technologies in industry that are addressing the problem (tackling pollution, allergy, rash, respiratory diseases, cancer, nasal spray, mask, treatments, urban heating, urban re-organization, pollution measures, etc…). Ex: Students will focus on Bangkok, its air quality and the impact on the health of Bangkokians.",,,
5604202 Adaptation of Health Solutions in Response to Climate Change.docx,Health and Wellbeing,5604202,Adaptation of Health Solutions in Response to Climate Change,10,,"Innovations for climate change-related health issues 3- Vector & water borne diseases and zoonosis. Students will learn what is the current status of healthcare, biomedical innovations and other technologies in industry that are addressing the problem and tackling the risks of outbreaks of infectious diseases, possible zoonotic diseases and impact on fragile group of populations. Ex: Students will learn about the risks in Thailand/ASEAN with climate change (Dengue, Cholera with flood, outbreaks, etc..)",,,
5604202 Adaptation of Health Solutions in Response to Climate Change.docx,Health and Wellbeing,5604202,Adaptation of Health Solutions in Response to Climate Change,11,,"Innovations to tackle Food security and Water scarcity. Students will learn what is the current status of development of sustainable agricultural practices, water management, recombinant plants crops and seeds, crop yields to address problem of food and security (agriculture shift for the future, rice resistant to salt for floods, etc….).",,,
5604202 Adaptation of Health Solutions in Response to Climate Change.docx,Health and Wellbeing,5604202,Adaptation of Health Solutions in Response to Climate Change,12,,Students’ literature research on Resilience on Bangkok as big city Students will present the results of literature research done on the impact of climate change in the 3 health related issues within Bangkok mentioned above in small groups. Analysis of case-study regarding resilience plan for certain human health conditions linked to climate change and identification of particular solutions big cities.,,,
5604202 Adaptation of Health Solutions in Response to Climate Change.docx,Health and Wellbeing,5604202,Adaptation of Health Solutions in Response to Climate Change,13,,Thailand resilience. Students will learn the actual current plan that is developed to address major challenges to the health of the Thai population and will also understand what is being done as well to tackle food and water security in the country. Students will also learn about local initiatives and innovations that are already taking place to tackle those issues.,,,
5604202 Adaptation of Health Solutions in Response to Climate Change.docx,Health and Wellbeing,5604202,Adaptation of Health Solutions in Response to Climate Change,14,,"Course summary & critical thinking*. Discussions on ethical considerations, societal implications from the new technologies and innovations that are used to provide better health and better access to food and water (such as GMO-seeds and crops). What are the consequences of innovations on the society, on the population habits, the environment, on the biodiversity and eco-systems..?. Discussion on the considerations to prevent/mitigate vector- & water-borne diseases and risk of infectious diseases & outbreaks/pandemics.",,,
5604312 Commercial Pathways in Healthcare and Pharmaceuticals.docx,Health and Wellbeing,not appointed yet,,1,2025.08.08,"Introduction to the course, specialty of the healthcare markets and health problems and challenges",,"Learning Contents/ Learning Schedule
Classroom and Time: ex. Chamchuri 10th Building, room 301, 09.00-12.00
For learning outcome, please check the note in the last page",Dr. Ning Li
5604312 Commercial Pathways in Healthcare and Pharmaceuticals.docx,Health and Wellbeing,not appointed yet,,2,2025.08.15,"Healthcare organizations, health care delivery and drug information systems in Thailand",,"Learning Contents/ Learning Schedule
Classroom and Time: ex. Chamchuri 10th Building, room 301, 09.00-12.00
For learning outcome, please check the note in the last page",Dr. Ning Li
5604312 Commercial Pathways in Healthcare and Pharmaceuticals.docx,Health and Wellbeing,not appointed yet,,3,2025.08.22,Overview of the pharmaceutical markets and medical device industry in Thai and around world,,"Learning Contents/ Learning Schedule
Classroom and Time: ex. Chamchuri 10th Building, room 301, 09.00-12.00
For learning outcome, please check the note in the last page",Dr. Ning Li
5604312 Commercial Pathways in Healthcare and Pharmaceuticals.docx,Health and Wellbeing,not appointed yet,,4,2025.08.29,In Japan for the CSII community field trips,,"Learning Contents/ Learning Schedule
Classroom and Time: ex. Chamchuri 10th Building, room 301, 09.00-12.00
For learning outcome, please check the note in the last page",
5604312 Commercial Pathways in Healthcare and Pharmaceuticals.docx,Health and Wellbeing,not appointed yet,,5,2025.09.05,Essential guide to the drug commercialization process and international markets entry strategies,,"Learning Contents/ Learning Schedule
Classroom and Time: ex. Chamchuri 10th Building, room 301, 09.00-12.00
For learning outcome, please check the note in the last page",Dr. Ning Li
5604312 Commercial Pathways in Healthcare and Pharmaceuticals.docx,Health and Wellbeing,not appointed yet,,6,2025.09.12,"Generic drug R&D, registration and commercialization 1: drug R&D, clinical trials and local bioequivalence (local BE) and ANDA registration process.",,"Learning Contents/ Learning Schedule
Classroom and Time: ex. Chamchuri 10th Building, room 301, 09.00-12.00
For learning outcome, please check the note in the last page",Dr. Ning Li
5604312 Commercial Pathways in Healthcare and Pharmaceuticals.docx,Health and Wellbeing,not appointed yet,,7,2025.09.19,"Different types of health products and health services in market: field trips series 1 - Field trip to Vitafoods exhibition. Different types of health products and health services in market - Field Trip Series 2 - A field trip to pharmacy store or beauty clinic or healthcare clinic/organization. Planning Your Business by Finding the Ingredients and Raw Materials, Contract Manufacturing & Private Label, Services and Equipment, as well as Branded Finished Products.",,"Learning Contents/ Learning Schedule
Classroom and Time: ex. Chamchuri 10th Building, room 301, 09.00-12.00
For learning outcome, please check the note in the last page",Dr. Ning Li
5604312 Commercial Pathways in Healthcare and Pharmaceuticals.docx,Health and Wellbeing,not appointed yet,,8,2025.10.03,"Generic drug R&D, registration and commercialization 2: drug price, drug distribution, terminal sales channels and business strategies.",,"Learning Contents/ Learning Schedule
Classroom and Time: ex. Chamchuri 10th Building, room 301, 09.00-12.00
For learning outcome, please check the note in the last page",Dr. Ning Li
5604312 Commercial Pathways in Healthcare and Pharmaceuticals.docx,Health and Wellbeing,not appointed yet,,9,2025.10.10,Reflect report and Seminar/Presentation 1- Field Trip Series to Vitafoods exhibition– an insight into the Nutraceutical Industry,,"Learning Contents/ Learning Schedule
Classroom and Time: ex. Chamchuri 10th Building, room 301, 09.00-12.00
For learning outcome, please check the note in the last page",
5604312 Commercial Pathways in Healthcare and Pharmaceuticals.docx,Health and Wellbeing,not appointed yet,,10,2025.10.17,Reflect report and seminar/presentation 2- field trip series to retail channels – an insight into the terminal consumer market,,"Learning Contents/ Learning Schedule
Classroom and Time: ex. Chamchuri 10th Building, room 301, 09.00-12.00
For learning outcome, please check the note in the last page",Dr. Ning Li
5604312 Commercial Pathways in Healthcare and Pharmaceuticals.docx,Health and Wellbeing,not appointed yet,,11,2025.10.24,"Novel medicines & therapies, herbal products & supplementary health products – new concepts and solutions for healthier life",,"Learning Contents/ Learning Schedule
Classroom and Time: ex. Chamchuri 10th Building, room 301, 09.00-12.00
For learning outcome, please check the note in the last page",Dr. Ning Li Mr. Yafeng Wang
5604312 Commercial Pathways in Healthcare and Pharmaceuticals.docx,Health and Wellbeing,not appointed yet,,12,2025.10.31,"Different types of health products and health services in market - Field Trip Series 3 - field trip to Shanghai Pharma (Thailand) co.,Ltd",,"Learning Contents/ Learning Schedule
Classroom and Time: ex. Chamchuri 10th Building, room 301, 09.00-12.00
For learning outcome, please check the note in the last page",Dr. Ning Li
5604312 Commercial Pathways in Healthcare and Pharmaceuticals.docx,Health and Wellbeing,not appointed yet,,13,2025.11.07,"Medical Devices in Motion in South Aisa markets: From Regulation to Market. Case Study: Mindray Medical International Limited/YUWELL Medical Device Thailand/WEGO Medical Thailand/ HIP Global Inter Co.,ltd",,"Learning Contents/ Learning Schedule
Classroom and Time: ex. Chamchuri 10th Building, room 301, 09.00-12.00
For learning outcome, please check the note in the last page",Dr. Ning Li
5604312 Commercial Pathways in Healthcare and Pharmaceuticals.docx,Health and Wellbeing,not appointed yet,,14,2025.11.14,"A Guide to Healthcare Innovation: Principles and Practice – field trip to Ministry of Public Health Or, Meticuly Co.,Ltd (Medical device start-up company doing 3D printed patient-specific implant)",,"Learning Contents/ Learning Schedule
Classroom and Time: ex. Chamchuri 10th Building, room 301, 09.00-12.00
For learning outcome, please check the note in the last page",Dr. Ning Li
5604312 Commercial Pathways in Healthcare and Pharmaceuticals.docx,Health and Wellbeing,not appointed yet,,15,2025.11.21,"Project Report and Presentation 1 Select one topic from generic drug, herbal drugs, cosmetic products or new health technologies, make detailed steps, plans and profit models for its launching in Thailand (should cover the in-detail process of registration, the distributing and marketing plans. Class votes on the most viable strategy.",,"Learning Contents/ Learning Schedule
Classroom and Time: ex. Chamchuri 10th Building, room 301, 09.00-12.00
For learning outcome, please check the note in the last page",Pending
5604312 Commercial Pathways in Healthcare and Pharmaceuticals.docx,Health and Wellbeing,not appointed yet,,16,2025.11.28,"Project Report and Presentation 2 Select one topic from generic drug, herbal drugs, cosmetic products or new health technologies, make detailed steps, plans and profit models for its launching in Thailand (should cover the in-detail process of registration, the distributing and marketing plans. Class votes on the most viable strategy.",,"Learning Contents/ Learning Schedule
Classroom and Time: ex. Chamchuri 10th Building, room 301, 09.00-12.00
For learning outcome, please check the note in the last page",Pending
5604210-The Consumer Healthcare revolution.docx,Health and Wellbeing,5604210,The Consumer Healthcare revolution,1,,Consumer Healthcare. Definition and principles. Historical context and evolution of consumer healthcare. The impact of consumer behavior on the healthcare industry. Why patient is owning back its own health and why this at the centre of the healthcare revolution. What does it mean for the future of medicine ? How medicine and healthcare industry are becoming consumer centric ?.,,,
5604210-The Consumer Healthcare revolution.docx,Health and Wellbeing,5604210,The Consumer Healthcare revolution,2,,"Key trends and development. Understand most important trends and key areas in this very fast pace health ecosystem. Definition of Digital Health, personalized medicine, Mobile health and new technologies into prevention space that will be shared and discussed along the development data-driven strategies and Evidence based medicine.",,,
5604210-The Consumer Healthcare revolution.docx,Health and Wellbeing,5604210,The Consumer Healthcare revolution,3,,Customer-centric innovations. Learn about the latest innovation principles and excellence that are driving the consumer healthcare industry. Why the new model focusing on fast pace solutions towards prevention is challenging old and slow pace pharmaceutical business models.? Integration of consumer needs at the core of early stage innovation.,,,
5604210-The Consumer Healthcare revolution.docx,Health and Wellbeing,5604210,The Consumer Healthcare revolution,4,,"Case Studies of Successful Consumer-Centric Models. Analyzing companies/settings that excel in consumer healthcare. Lessons learned from successful implementations. Key takeaways for innovation and strategy development. How to Develop a Customer-Centric Strategy ? Frameworks for creating a customer-centric healthcare strategy, tools for assessing consumer needs and preferences, strategies for continuous improvement in customer engagement",,,
5604210-The Consumer Healthcare revolution.docx,Health and Wellbeing,5604210,The Consumer Healthcare revolution,5,,"Consumer Behavior & Engagement Strategies. Strategies for enhancing patient engagement. The importance of patient education and health literacy. Building trust & loyalty through communication, transparency and science. The Role of Consumer Data Analytics in Healthcare. Understanding big data and its implications. How data informs and influence customer-centric approaches.",,,
5604210-The Consumer Healthcare revolution.docx,Health and Wellbeing,5604210,The Consumer Healthcare revolution,6,,"The 5 pillars of consumer healthcare. OTC, personal care, dietary supplementation, digital health and health and wellness/wellbeing. Current trends and innovations in each pillar of CH space. Student will learn key examples of successes and failures in self-care and preventative health in Consumer healthcare.",,,
5604210-The Consumer Healthcare revolution.docx,Health and Wellbeing,5604210,The Consumer Healthcare revolution,7,,"The World of digital health, AI and big data driving the business and the competition. The future of CH and medicine? Student will learn about the Emerging technologies and the potential impact of AI, IoT on consumer healthcare, diagnostic and future medicine such as personalized medicine.",,,
5604210-The Consumer Healthcare revolution.docx,Health and Wellbeing,5604210,The Consumer Healthcare revolution,8,,"Student Presentation and Research exercise on Consumer healthcare innovation. Student will develop a presentation on customer-centric healthcare innovation, discussing issues and potential success with the implications of consumerization in healthcare.",,,
5604311 Current Health Challenges and Innovative Solutions.docx,Health and Wellbeing,5604311,Current Health Challenges and Innovative Solutions,1,,Aging healthily. Thailand has joined developed countries as an aged population country and is expected to reach the super aged society status in the next decade. What does it mean for the country and how to manage this fast-aging process? How can new technologies and biotechnologies help tackle this issue and allow the population to age healthily?,,,
5604311 Current Health Challenges and Innovative Solutions.docx,Health and Wellbeing,5604311,Current Health Challenges and Innovative Solutions,2,,"Communicable Diseases 1: latent & persistent infections. Learn about some latent infections that are indirect public health issues as they have been shown to highly increase cancer risks (examples of EBV, HBV, HPV). Chronic viral infections that are reservoirs for potential future outbreaks (example HIV). Should we treat symptoms, should we treat infections? How to prevent and/or cure such infections?",,,
5604311 Current Health Challenges and Innovative Solutions.docx,Health and Wellbeing,5604311,Current Health Challenges and Innovative Solutions,3,,"Communicable Diseases 2: emerging infectious diseases. Understand pandemics and outbreaks. Analyse the consequences, both medical and economic, of outbreaks/pandemics. Case studies using examples such as COVID-19, Dengue, Ebola. What should be the public health response? How to be prepared? How can new technologies help?",,,
5604311 Current Health Challenges and Innovative Solutions.docx,Health and Wellbeing,5604311,Current Health Challenges and Innovative Solutions,4,,"Non-Communicable Diseases 1: chronic diseases causes and consequences. Using three examples, type 2 diabetes, cardiovascular disease, high blood pressure, learn about current NCDs epidemics, their possible causes and their consequences on quality of life, on comorbidities, on country economics (reduced efficacy of manpower, higher social welfare costs).",,,
5604311 Current Health Challenges and Innovative Solutions.docx,Health and Wellbeing,5604311,Current Health Challenges and Innovative Solutions,5,,"Non-Communicable Diseases 2: chronic diseases preventions and treatments. Discuss the ways to better prevent chronic diseases, especially with modern technologies (health status tracking, risk predictions, AI health analysis…). Understand the lifestyle factors in preventing and possibly treating some chronic diseases. Analyse the current treatments, their limitations and suggest novel therapies using innovative technologies. This module will be a mix of lecture and students’ research projects presentation.",,,
5604311 Current Health Challenges and Innovative Solutions.docx,Health and Wellbeing,5604311,Current Health Challenges and Innovative Solutions,6,,"Non-Communicable Diseases 3: cancer. What is cancer, how does it grow? What are the causes of cancer (genetic predispositions, environmental triggers, chemicals, radiations…)? The current prevalence of cancer in the world, in ASEAN and in Thailand. How to detect cancer better and earlier? New solutions for prediction and detection. Limitations, regulatory considerations.",,,
5604311 Current Health Challenges and Innovative Solutions.docx,Health and Wellbeing,5604311,Current Health Challenges and Innovative Solutions,7,,"Non-Communicable Diseases 4: cancer treatments. What is cancer, how does it grow? What are the causes of cancer (genetic predispositions, environmental triggers, chemicals, radiations…)? The current prevalence of cancer in the world, in ASEAN and in Thailand. How to detect cancer better and earlier? New solutions for prediction and detection. Limitations, regulatory considerations.",,,
5604311 Current Health Challenges and Innovative Solutions.docx,Health and Wellbeing,5604311,Current Health Challenges and Innovative Solutions,8,,"Access to medical services 1. Modern technologies in the medical field often mean expensive, bulky, fragile equipment and/or highly skilled staff, which reduces the easy spreading of such technologies. In this context, how to bring better medicine to everyone? In countries like Thailand with few big highly urbanised areas and more remote, dense-less regions, not everyone is equal towards medical services access. In this context, how can new technologies fill the gaps? How to implement telehealth, how to democratise teleconsultation? And how to make teleconsultation really effective? How to get all patients’ data to the physician in real time accurately? How to conduct some medical tests in areas with lack of equipment and skilled medical staff? How to get people living in remote areas acquainted to modern digital health technologies?",,,
5604311 Current Health Challenges and Innovative Solutions.docx,Health and Wellbeing,5604311,Current Health Challenges and Innovative Solutions,9,,"Digital Health solutions. Can AI be a first line worker in medicine? What are the current digital health devices, what do they bring and what are their limitations? Presentations by students of wearable health tech and monitoring technologies for consumers (ECG, blood pressure, glycemia, falls…).",,,
5604311 Current Health Challenges and Innovative Solutions.docx,Health and Wellbeing,5604311,Current Health Challenges and Innovative Solutions,10,,Physical disabilities and infirmities. Can we fully repair body disabilities or infirmities? What can bionics and cybernetics bring today? Replace limb with robotic limbs or regrow some tissues and organs. Walk again after spine injury.,,,
5604311 Current Health Challenges and Innovative Solutions.docx,Health and Wellbeing,5604311,Current Health Challenges and Innovative Solutions,11,,"Stress and mental health. Is stress on the raise today? How does this affect mental health and how can new development in digital techs and neurosciences provide some medical/wellness relief? How to diagnose stress with biomarkers or body parameters measurement? Science and marketing, the importance to get the right validated information.",,,
5604311 Current Health Challenges and Innovative Solutions.docx,Health and Wellbeing,5604311,Current Health Challenges and Innovative Solutions,12,,"Neurodegenerative diseases. Brief presentation of Alzheimer’s disease, Parkinson’s disease, amyotrophic lateral sclerosis, and their current treatments in Thailand. How can new digital and bio technologies improve early detection of these diseases and provide better treatment?",,,
5604311 Current Health Challenges and Innovative Solutions.docx,Health and Wellbeing,5604311,Current Health Challenges and Innovative Solutions,13,,Future Health Challenges. What can we foresee for the 2 or 3 next decades? Are there new trends regarding health and wellness? Will cancer be cured in 20-30 years? Would damaged organs/tissues be easily replaced in the future? Would new technologies reach the human dream of immortality? Can neuroscience download your mental persona in silico? Are immortal beings seen in SF movies close to our reach thanks to technology? Is it ethically or progress or not? Open discussion on what digital and bio technologies can do and how to use such tools. Are freedom and equality of human beings threatened by new health technologies? Or would these technologies free us more and erase our physical inequalities?,,,
